,home,away,posesión_home,posesión_away,pases_home,pases_away,disparos_home,disparos_away,salvadas_home,salvadas_away
335,Espanyol,Leganés,63%,37%,486 of 611 — 80%,64% — 233 of 362,2 of 7 — 29%,50% — 2 of 4,1 of 2 — 50%,100% — 2 of 2
336,Osasuna,Getafe,48%,52%,218 of 396 — 55%,59% — 257 of 437,2 of 6 — 33%,17% — 1 of 6,1 of 1 — 100%,100% — 2 of 2
337,Villarreal,Barcelona,32%,68%,328 of 405 — 81%,92% — 775 of 846,4 of 9 — 44%,67% — 12 of 18,9 of 12 — 75%,75% — 3 of 4
338,Levante,Real Sociedad,45%,55%,327 of 415 — 79%,80% — 397 of 499,4 of 9 — 44%,38% — 3 of 8,2 of 3 — 66%,75% — 3 of 4
339,Sevilla,Eibar,62%,38%,486 of 592 — 82%,66% — 239 of 360,3 of 8 — 38%,11% — 2 of 19,2 of 2 — 100%,66% — 2 of 3
340,Valencia,Valladolid,59%,41%,559 of 661 — 85%,78% — 364 of 464,4 of 10 — 40%,45% — 5 of 11,4 of 5 — 80%,50% — 2 of 4
341,Celta Vigo,Atlético Madrid,50%,50%,426 of 524 — 81%,79% — 407 of 514,4 of 9 — 44%,20% — 2 of 10,1 of 2 — 50%,75% — 3 of 4
342,Betis,Osasuna,56%,44%,394 of 529 — 74%,64% — 263 of 411,8 of 14 — 57%,25% — 2 of 8,2 of 2 — 100%,62% — 5 of 8
343,Getafe,Villarreal,42%,58%,224 of 361 — 62%,74% — 371 of 501,2 of 5 — 40%,25% — 1 of 4,0 of 1 — 0%,50% — 1 of 2
344,Barcelona,Espanyol,74%,26%,763 of 852 — 90%,71% — 211 of 298,2 of 9 — 22%,18% — 2 of 11,2 of 2 — 100%,50% — 1 of 2
345,Mallorca,Levante,45%,55%,302 of 387 — 78%,78% — 364 of 466,5 of 15 — 33%,14% — 2 of 14,2 of 2 — 100%,60% — 3 of 5
346,Eibar,Leganés,58%,42%,275 of 451 — 61%,51% — 166 of 327,1 of 4 — 25%,10% — 1 of 10,1 of 1 — 100%,100% — 1 of 1
347,Athletic Club,Sevilla,34%,66%,207 of 308 — 67%,82% — 500 of 610,4 of 13 — 31%,35% — 7 of 20,5 of 7 — 71%,75% — 3 of 4
348,Real Sociedad,Granada,67%,33%,483 of 607 — 80%,57% — 169 of 297,5 of 19 — 26%,75% — 3 of 4,0 of 3 — 0%,60% — 3 of 5
349,Real Madrid,Alavés,70%,30%,690 of 771 — 89%,73% — 241 of 328,7 of 17 — 41%,40% — 4 of 10,4 of 4 — 100%,85% — 6 of 7
350,Osasuna,Celta Vigo,53%,47%,338 of 482 — 70%,70% — 305 of 435,5 of 15 — 33%,25% — 3 of 12,2 of 3 — 66%,60% — 3 of 5
351,Valladolid,Barcelona,36%,64%,323 of 419 — 77%,87% — 662 of 757,4 of 13 — 31%,67% — 6 of 9,5 of 6 — 83%,100% — 4 of 4
352,Atlético Madrid,Betis,38%,62%,308 of 403 — 76%,84% — 543 of 646,4 of 9 — 44%,14% — 3 of 21,3 of 3 — 100%,75% — 3 of 4
353,Espanyol,Eibar,72%,28%,483 of 608 — 79%,56% — 136 of 241,3 of 14 — 21%,44% — 4 of 9,3 of 4 — 75%,100% — 3 of 3
354,Levante,Athletic Club,56%,44%,401 of 508 — 79%,73% — 290 of 400,1 of 5 — 20%,42% — 5 of 12,3 of 5 — 60%,0% — 0 of 1
355,Leganés,Valencia,32%,68%,173 of 262 — 66%,81% — 453 of 560,0 of 9 — 0%,27% — 4 of 15,4 of 4 — 100%,% — 0 of 0
356,Sevilla,Mallorca,63%,37%,532 of 638 — 83%,74% — 281 of 379,4 of 13 — 31%,36% — 5 of 14,5 of 5 — 100%,75% — 3 of 4
357,Alavés,Getafe,47%,53%,183 of 334 — 55%,57% — 215 of 377,1 of 3 — 33%,29% — 4 of 14,4 of 4 — 100%,100% — 1 of 1
358,Villarreal,Real Sociedad,52%,48%,431 of 520 — 83%,78% — 370 of 473,3 of 9 — 33%,55% — 6 of 11,4 of 6 — 66%,66% — 2 of 3
359,Granada,Real Madrid,38%,62%,284 of 365 — 78%,88% — 518 of 591,3 of 13 — 23%,45% — 5 of 11,3 of 5 — 60%,66% — 2 of 3
360,Eibar,Valladolid,49%,51%,274 of 396 — 69%,65% — 265 of 405,6 of 12 — 50%,44% — 7 of 16,6 of 7 — 85%,66% — 4 of 6
361,Celta Vigo,Levante,57%,43%,386 of 498 — 78%,74% — 278 of 376,6 of 17 — 35%,50% — 4 of 8,1 of 4 — 25%,66% — 4 of 6
362,Valencia,Espanyol,48%,52%,374 of 451 — 83%,82% — 398 of 487,3 of 9 — 33%,33% — 6 of 18,6 of 6 — 100%,66% — 2 of 3
363,Real Sociedad,Sevilla,38%,62%,287 of 396 — 72%,83% — 528 of 640,4 of 11 — 36%,38% — 3 of 8,3 of 3 — 100%,100% — 4 of 4
364,Mallorca,Granada,53%,47%,342 of 441 — 78%,71% — 283 of 396,5 of 18 — 28%,43% — 6 of 14,4 of 6 — 66%,80% — 4 of 5
365,Getafe,Atlético Madrid,38%,62%,218 of 351 — 62%,77% — 451 of 584,5 of 16 — 31%,27% — 3 of 11,1 of 3 — 33%,100% — 5 of 5
366,Athletic Club,Leganés,61%,39%,498 of 600 — 83%,74% — 282 of 379,3 of 10 — 30%,25% — 4 of 16,2 of 4 — 50%,100% — 3 of 3
367,Barcelona,Osasuna,79%,21%,765 of 865 — 88%,61% — 140 of 231,2 of 18 — 11%,56% — 5 of 9,3 of 5 — 60%,50% — 1 of 2
368,Real Madrid,Villarreal,57%,43%,521 of 601 — 87%,84% — 386 of 458,6 of 11 — 55%,50% — 4 of 8,3 of 4 — 75%,83% — 5 of 6
369,Betis,Alavés,72%,28%,550 of 643 — 86%,66% — 167 of 253,7 of 14 — 50%,50% — 4 of 8,2 of 4 — 50%,85% — 6 of 7
370,Alavés,Barcelona,32%,68%,290 of 369 — 79%,90% — 696 of 772,0 of 8 — 0%,50% — 8 of 16,3 of 8 — 37%,% — 0 of 0
371,Valladolid,Betis,29%,71%,209 of 286 — 73%,89% — 623 of 702,4 of 13 — 31%,30% — 3 of 10,3 of 3 — 100%,50% — 2 of 4
372,Villarreal,Eibar,69%,31%,626 of 704 — 89%,70% — 227 of 322,5 of 12 — 42%,27% — 3 of 11,3 of 3 — 100%,20% — 1 of 5
373,Sevilla,Valencia,62%,38%,539 of 635 — 85%,77% — 302 of 394,4 of 16 — 25%,25% — 2 of 8,2 of 2 — 100%,75% — 3 of 4
374,Atlético Madrid,Real Sociedad,44%,56%,370 of 479 — 77%,82% — 506 of 618,3 of 6 — 50%,30% — 3 of 10,3 of 3 — 100%,66% — 2 of 3
375,Levante,Getafe,55%,45%,326 of 445 — 73%,62% — 227 of 368,5 of 14 — 36%,33% — 4 of 12,4 of 4 — 100%,80% — 4 of 5
376,Granada,Athletic Club,37%,63%,230 of 339 — 68%,79% — 453 of 576,6 of 11 — 55%,30% — 3 of 10,3 of 3 — 100%,33% — 2 of 6
377,Leganés,Real Madrid,36%,64%,281 of 384 — 73%,88% — 607 of 688,7 of 15 — 47%,57% — 4 of 7,2 of 4 — 50%,71% — 5 of 7
378,Osasuna,Mallorca,43%,57%,320 of 407 — 79%,81% — 434 of 533,5 of 12 — 42%,33% — 4 of 12,2 of 4 — 50%,60% — 3 of 5
379,Espanyol,Celta Vigo,50%,50%,371 of 497 — 75%,76% — 377 of 494,1 of 8 — 13%,33% — 3 of 9,3 of 3 — 100%,100% — 1 of 1
