,home,away,posesión_home,posesión_away,pases_home,pases_away,disparos_home,disparos_away,salvadas_home,salvadas_away
337,Granada,Cádiz,64%,36%,319 of 454 — 70%,52% — 135 of 259,2 of 9 — 22%,50% — 4 of 8,3 of 4 — 75%,100% — 2 of 2
338,Valencia,Barcelona,32%,68%,300 of 383 — 78%,89% — 721 of 809,4 of 9 — 44%,38% — 5 of 13,2 of 5 — 40%,50% — 2 of 4
339,Sevilla,Athletic Club,73%,27%,681 of 779 — 87%,67% — 196 of 294,3 of 18 — 17%,25% — 2 of 8,1 of 2 — 50%,100% — 3 of 3
340,Real Sociedad,Elche,72%,28%,569 of 654 — 87%,63% — 159 of 252,3 of 16 — 19%,0% — 0 of 1,0 of 0 — %,33% — 1 of 3
341,Alavés,Levante,53%,47%,310 of 432 — 72%,74% — 283 of 380,5 of 15 — 33%,50% — 3 of 6,1 of 3 — 33%,60% — 3 of 5
342,Barcelona,Atlético Madrid,59%,41%,569 of 637 — 89%,83% — 375 of 450,7 of 12 — 58%,55% — 6 of 11,6 of 6 — 100%,100% — 7 of 7
343,Cádiz,Huesca,34%,66%,193 of 285 — 68%,84% — 464 of 552,1 of 11 — 9%,38% — 5 of 13,4 of 5 — 80%,0% — 0 of 1
344,Athletic Club,Osasuna,45%,55%,308 of 431 — 71%,76% — 398 of 525,3 of 13 — 23%,31% — 4 of 13,2 of 4 — 50%,33% — 1 of 3
345,Getafe,Eibar,41%,59%,164 of 310 — 53%,66% — 300 of 453,2 of 10 — 20%,33% — 2 of 6,2 of 2 — 100%,100% — 2 of 2
346,Valencia,Valladolid,41%,59%,339 of 412 — 82%,82% — 485 of 588,3 of 6 — 50%,11% — 2 of 19,2 of 2 — 100%,0% — 0 of 3
347,Villarreal,Celta Vigo,60%,40%,467 of 554 — 84%,73% — 270 of 372,6 of 15 — 40%,44% — 4 of 9,2 of 4 — 50%,83% — 5 of 6
348,Real Madrid,Sevilla,58%,42%,586 of 669 — 88%,84% — 404 of 480,7 of 17 — 41%,33% — 2 of 6,1 of 2 — 50%,71% — 5 of 7
349,Betis,Granada,61%,39%,429 of 515 — 83%,65% — 213 of 327,5 of 14 — 36%,45% — 5 of 11,4 of 5 — 80%,60% — 3 of 5
350,Osasuna,Cádiz,63%,37%,436 of 545 — 80%,63% — 202 of 322,3 of 13 — 23%,33% — 3 of 9,2 of 3 — 66%,33% — 1 of 3
351,Elche,Alavés,67%,33%,447 of 547 — 82%,73% — 198 of 273,3 of 11 — 27%,22% — 2 of 9,0 of 2 — 0%,100% — 3 of 3
352,Levante,Barcelona,40%,60%,349 of 429 — 81%,87% — 572 of 657,6 of 16 — 38%,29% — 5 of 17,2 of 5 — 40%,50% — 3 of 6
353,Sevilla,Valencia,61%,39%,576 of 655 — 88%,82% — 342 of 419,4 of 10 — 40%,33% — 2 of 6,2 of 2 — 100%,75% — 3 of 4
354,Huesca,Athletic Club,51%,49%,386 of 495 — 78%,74% — 353 of 476,6 of 18 — 33%,75% — 3 of 4,3 of 3 — 100%,83% — 5 of 6
355,Celta Vigo,Getafe,60%,40%,443 of 570 — 78%,64% — 244 of 381,1 of 4 — 25%,31% — 4 of 13,4 of 4 — 100%,0% — 0 of 1
356,Atlético Madrid,Real Sociedad,35%,65%,296 of 377 — 79%,87% — 605 of 692,4 of 12 — 33%,50% — 7 of 14,6 of 7 — 85%,50% — 2 of 4
357,Valladolid,Villarreal,39%,61%,254 of 361 — 70%,79% — 436 of 554,2 of 11 — 18%,33% — 3 of 9,1 of 3 — 33%,100% — 2 of 2
358,Eibar,Betis,64%,36%,491 of 645 — 76%,60% — 218 of 363,4 of 14 — 29%,44% — 4 of 9,3 of 4 — 75%,75% — 3 of 4
359,Granada,Real Madrid,36%,64%,289 of 384 — 75%,88% — 608 of 690,5 of 10 — 50%,44% — 7 of 16,3 of 7 — 42%,80% — 4 of 5
360,Betis,Huesca,47%,53%,296 of 387 — 76%,75% — 322 of 429,1 of 9 — 11%,0% — 0 of 7,0 of 0 — %,100% — 1 of 1
361,Cádiz,Elche,32%,68%,196 of 274 — 72%,86% — 500 of 580,2 of 6 — 33%,25% — 5 of 20,2 of 5 — 40%,100% — 2 of 2
362,Villarreal,Sevilla,43%,57%,385 of 445 — 87%,90% — 538 of 601,5 of 12 — 42%,29% — 5 of 17,5 of 5 — 100%,20% — 1 of 5
363,Real Sociedad,Valladolid,54%,46%,476 of 554 — 86%,81% — 388 of 479,8 of 13 — 62%,26% — 5 of 19,4 of 5 — 80%,62% — 5 of 8
364,Valencia,Eibar,43%,57%,351 of 444 — 79%,84% — 490 of 586,5 of 9 — 56%,40% — 8 of 20,7 of 8 — 87%,20% — 1 of 5
365,Alavés,Granada,53%,47%,385 of 506 — 76%,73% — 328 of 450,9 of 14 — 64%,40% — 2 of 5,0 of 2 — 0%,55% — 5 of 9
366,Atlético Madrid,Osasuna,73%,27%,580 of 715 — 81%,58% — 156 of 269,9 of 26 — 35%,40% — 2 of 5,1 of 2 — 50%,77% — 7 of 9
367,Athletic Club,Real Madrid,36%,64%,290 of 381 — 76%,86% — 577 of 669,1 of 8 — 13%,18% — 2 of 11,1 of 2 — 50%,100% — 1 of 1
368,Barcelona,Celta Vigo,64%,36%,692 of 772 — 90%,80% — 352 of 442,4 of 21 — 19%,100% — 4 of 4,2 of 4 — 50%,75% — 3 of 4
369,Getafe,Levante,34%,66%,166 of 270 — 61%,79% — 411 of 519,3 of 9 — 33%,25% — 1 of 4,0 of 1 — 0%,33% — 1 of 3
370,Levante,Cádiz,70%,30%,541 of 626 — 86%,68% — 183 of 268,4 of 17 — 24%,33% — 2 of 6,0 of 2 — 0%,50% — 2 of 4
371,Real Madrid,Villarreal,56%,44%,501 of 596 — 84%,84% — 397 of 473,4 of 14 — 29%,33% — 2 of 6,1 of 2 — 50%,50% — 2 of 4
372,Huesca,Valencia,54%,46%,358 of 466 — 77%,77% — 306 of 395,8 of 23 — 35%,36% — 4 of 11,4 of 4 — 100%,100% — 8 of 8
373,Osasuna,Real Sociedad,44%,56%,318 of 453 — 70%,79% — 455 of 573,1 of 7 — 14%,9% — 1 of 11,0 of 1 — 0%,100% — 1 of 1
374,Elche,Athletic Club,45%,55%,351 of 445 — 79%,80% — 431 of 536,3 of 8 — 38%,25% — 2 of 8,2 of 2 — 100%,33% — 1 of 3
375,Celta Vigo,Betis,64%,36%,436 of 523 — 83%,74% — 218 of 295,3 of 10 — 30%,40% — 4 of 10,2 of 4 — 50%,66% — 2 of 3
376,Valladolid,Atlético Madrid,48%,52%,340 of 453 — 75%,76% — 371 of 490,4 of 10 — 40%,21% — 3 of 14,1 of 3 — 33%,75% — 3 of 4
377,Eibar,Barcelona,33%,67%,267 of 361 — 74%,87% — 640 of 737,3 of 17 — 18%,43% — 3 of 7,2 of 3 — 66%,100% — 3 of 3
378,Granada,Getafe,39%,61%,171 of 293 — 58%,70% — 315 of 451,2 of 9 — 22%,18% — 2 of 11,2 of 2 — 100%,100% — 2 of 2
379,Sevilla,Alavés,68%,32%,585 of 672 — 87%,71% — 228 of 322,2 of 11 — 18%,18% — 2 of 11,2 of 2 — 100%,50% — 1 of 2
