,home,away,posesión_home,posesión_away,pases_home,pases_away,disparos_home,disparos_away,salvadas_home,salvadas_away
333,Villarreal,Athletic Club,56%,44%,407 of 499 — 82%,73% — 283 of 386,11 of 17 — 65%,30% — 3 of 10,3 of 3 — 100%,63% — 7 of 11
334,Real Madrid,Getafe,75%,25%,788 of 878 — 90%,68% — 195 of 285,3 of 16 — 19%,22% — 2 of 9,2 of 2 — 100%,66% — 2 of 3
335,Celta Vigo,Valencia,64%,36%,422 of 547 — 77%,66% — 202 of 307,6 of 10 — 60%,42% — 5 of 12,3 of 5 — 60%,83% — 5 of 6
336,Elche,Atlético Madrid,49%,51%,415 of 512 — 81%,81% — 427 of 524,4 of 15 — 27%,31% — 4 of 13,4 of 4 — 100%,75% — 3 of 4
337,Valladolid,Sevilla,55%,45%,324 of 434 — 75%,73% — 260 of 358,4 of 28 — 14%,29% — 5 of 17,2 of 5 — 40%,100% — 4 of 4
338,Espanyol,Barcelona,31%,69%,260 of 340 — 76%,91% — 687 of 758,7 of 15 — 47%,33% — 5 of 15,1 of 5 — 20%,71% — 5 of 7
339,Betis,Rayo Vallecano,49%,51%,338 of 439 — 77%,81% — 378 of 465,4 of 11 — 36%,25% — 4 of 16,3 of 4 — 75%,25% — 1 of 4
340,Cádiz,Valladolid,47%,53%,187 of 298 — 63%,68% — 232 of 342,3 of 9 — 33%,33% — 2 of 6,2 of 2 — 100%,66% — 2 of 3
341,Girona,Villarreal,46%,54%,365 of 454 — 80%,87% — 470 of 540,3 of 9 — 33%,50% — 5 of 10,3 of 5 — 60%,66% — 2 of 3
342,Athletic Club,Celta Vigo,49%,51%,386 of 482 — 80%,80% — 404 of 507,3 of 10 — 30%,38% — 3 of 8,2 of 3 — 66%,33% — 1 of 3
343,Getafe,Elche,39%,61%,193 of 304 — 63%,74% — 349 of 474,5 of 9 — 56%,31% — 4 of 13,3 of 4 — 75%,80% — 4 of 5
344,Almería,Mallorca,54%,46%,368 of 455 — 81%,74% — 291 of 392,3 of 12 — 25%,43% — 3 of 7,3 of 3 — 100%,0% — 0 of 3
345,Barcelona,Real Sociedad,67%,33%,614 of 712 — 86%,76% — 267 of 350,4 of 13 — 31%,46% — 6 of 13,4 of 6 — 66%,75% — 3 of 4
346,Rayo Vallecano,Espanyol,64%,36%,448 of 568 — 79%,61% — 193 of 315,4 of 14 — 29%,60% — 6 of 10,4 of 6 — 66%,100% — 4 of 4
347,Atlético Madrid,Osasuna,54%,46%,492 of 590 — 83%,80% — 411 of 512,5 of 15 — 33%,17% — 2 of 12,2 of 2 — 100%,40% — 2 of 5
348,Valencia,Real Madrid,27%,73%,187 of 267 — 70%,86% — 623 of 726,6 of 11 — 55%,38% — 5 of 13,5 of 5 — 100%,83% — 5 of 6
349,Sevilla,Betis,54%,46%,351 of 464 — 76%,71% — 281 of 397,4 of 10 — 40%,0% — 0 of 5,0 of 0 — %,100% — 4 of 4
350,Celta Vigo,Girona,40%,60%,316 of 397 — 80%,89% — 532 of 600,7 of 16 — 44%,30% — 3 of 10,3 of 3 — 100%,85% — 6 of 7
351,Real Sociedad,Almería,72%,28%,524 of 631 — 83%,59% — 147 of 251,2 of 15 — 13%,100% — 2 of 2,2 of 2 — 100%,50% — 1 of 2
352,Valladolid,Barcelona,31%,69%,216 of 300 — 72%,86% — 577 of 670,3 of 7 — 43%,38% — 6 of 16,5 of 6 — 83%,66% — 2 of 3
353,Elche,Sevilla,71%,29%,529 of 618 — 86%,68% — 170 of 251,7 of 20 — 35%,33% — 3 of 9,2 of 3 — 66%,85% — 6 of 7
354,Real Madrid,Rayo Vallecano,61%,39%,678 of 758 — 89%,83% — 409 of 491,3 of 12 — 25%,40% — 6 of 15,5 of 6 — 83%,33% — 1 of 3
355,Villarreal,Cádiz,64%,36%,505 of 595 — 85%,73% — 240 of 330,7 of 13 — 54%,50% — 8 of 16,8 of 8 — 100%,71% — 5 of 7
356,Espanyol,Atlético Madrid,46%,54%,399 of 509 — 78%,87% — 528 of 609,12 of 25 — 48%,44% — 7 of 16,4 of 7 — 57%,83% — 10 of 12
357,Betis,Getafe,70%,30%,538 of 663 — 81%,53% — 147 of 280,4 of 11 — 36%,22% — 2 of 9,1 of 2 — 50%,100% — 4 of 4
358,Mallorca,Valencia,41%,59%,272 of 370 — 74%,81% — 434 of 536,3 of 4 — 75%,33% — 5 of 15,5 of 5 — 100%,66% — 2 of 3
359,Osasuna,Athletic Club,49%,51%,329 of 442 — 74%,78% — 355 of 455,3 of 9 — 33%,50% — 5 of 10,5 of 5 — 100%,33% — 1 of 3
360,Sevilla,Real Madrid,33%,67%,303 of 383 — 79%,90% — 696 of 770,1 of 11 — 9%,50% — 3 of 6,1 of 3 — 33%,0% — 0 of 1
361,Valencia,Espanyol,53%,47%,359 of 475 — 76%,74% — 311 of 422,4 of 19 — 21%,56% — 5 of 9,3 of 5 — 60%,50% — 2 of 4
362,Athletic Club,Elche,64%,36%,508 of 611 — 83%,75% — 257 of 343,7 of 27 — 26%,33% — 2 of 6,1 of 2 — 50%,100% — 7 of 7
363,Girona,Betis,54%,46%,470 of 553 — 85%,86% — 407 of 473,3 of 9 — 33%,39% — 7 of 18,5 of 7 — 71%,66% — 2 of 3
364,Rayo Vallecano,Villarreal,33%,67%,197 of 296 — 67%,83% — 500 of 604,4 of 15 — 27%,29% — 2 of 7,1 of 2 — 50%,50% — 2 of 4
365,Almería,Valladolid,49%,51%,315 of 415 — 76%,74% — 324 of 440,7 of 23 — 30%,25% — 2 of 8,2 of 2 — 100%,100% — 7 of 7
366,Atlético Madrid,Real Sociedad,50%,50%,447 of 546 — 82%,83% — 460 of 551,5 of 11 — 45%,50% — 5 of 10,4 of 5 — 80%,60% — 3 of 5
367,Cádiz,Celta Vigo,49%,51%,307 of 425 — 72%,74% — 327 of 441,2 of 13 — 15%,44% — 4 of 9,4 of 4 — 100%,50% — 1 of 2
368,Barcelona,Mallorca,78%,22%,676 of 767 — 88%,65% — 142 of 218,8 of 28 — 29%,33% — 1 of 3,1 of 1 — 100%,62% — 5 of 8
369,Getafe,Osasuna,50%,50%,293 of 453 — 65%,67% — 303 of 455,6 of 16 — 38%,20% — 2 of 10,1 of 2 — 50%,66% — 4 of 6
370,Villarreal,Atlético Madrid,66%,34%,567 of 641 — 88%,80% — 268 of 334,7 of 22 — 32%,33% — 3 of 9,1 of 3 — 33%,71% — 5 of 7
371,Real Sociedad,Sevilla,55%,45%,439 of 535 — 82%,76% — 326 of 430,6 of 17 — 35%,44% — 4 of 9,3 of 4 — 75%,66% — 4 of 6
372,Real Madrid,Athletic Club,64%,36%,610 of 681 — 90%,79% — 304 of 387,1 of 8 — 13%,57% — 8 of 14,7 of 8 — 87%,100% — 1 of 1
373,Osasuna,Girona,37%,63%,270 of 352 — 77%,86% — 516 of 603,7 of 14 — 50%,55% — 6 of 11,5 of 6 — 83%,71% — 5 of 7
374,Mallorca,Rayo Vallecano,47%,53%,279 of 371 — 75%,75% — 314 of 416,3 of 8 — 38%,19% — 4 of 21,4 of 4 — 100%,0% — 0 of 3
375,Valladolid,Getafe,78%,22%,530 of 655 — 81%,41% — 75 of 185,0 of 15 — 0%,25% — 1 of 4,1 of 1 — 100%,% — 0 of 0
376,Betis,Valencia,61%,39%,502 of 607 — 83%,76% — 298 of 394,3 of 8 — 38%,30% — 3 of 10,2 of 3 — 66%,66% — 2 of 3
377,Elche,Cádiz,67%,34%,415 of 532 — 78%,66% — 178 of 268,5 of 12 — 42%,21% — 3 of 14,2 of 3 — 66%,80% — 4 of 5
378,Celta Vigo,Barcelona,29%,71%,196 of 282 — 70%,88% — 613 of 696,9 of 12 — 75%,22% — 2 of 9,1 of 2 — 50%,77% — 7 of 9
379,Espanyol,Almería,63%,37%,415 of 513 — 81%,74% — 225 of 304,8 of 12 — 67%,30% — 3 of 10,1 of 3 — 33%,62% — 5 of 8
